"user_id","movie_id","rating","timestamp"
"196","242","3","1997-12-04 15:55:49"
"63","242","3","1997-10-01 23:06:30"
"226","242","5","1998-01-04 04:37:51"
"154","242","3","1997-11-10 05:03:55"
"306","242","5","1997-10-10 17:16:33"
"296","242","4","1998-01-07 18:00:57"
"34","242","5","1998-02-27 17:47:08"
"271","242","4","1998-01-26 19:54:55"
"201","242","4","1998-01-06 18:16:38"
"209","242","4","1997-12-31 17:33:26"
"35","242","2","1997-09-28 15:06:06"
"354","242","5","1998-03-29 14:06:39"
"199","242","5","1998-01-02 23:08:05"
"113","242","2","1997-09-24 04:38:07"
"1","242","5","1998-03-13 01:13:53"
"173","242","5","1997-10-22 21:43:46"
"360","242","4","1997-11-24 06:40:16"
"234","242","4","1998-03-27 21:14:21"
"14","242","4","1997-10-16 01:16:10"
"309","242","4","1997-10-20 17:58:39"
"331","242","4","1997-10-18 17:34:49"
"21","242","3","1997-09-22 18:06:57"
"111","242","4","1998-04-04 08:51:41"
"439","242","5","1997-12-23 15:53:44"
"355","242","4","1997-11-14 05:48:49"
"204","242","5","1998-04-12 13:48:55"
"145","242","5","1997-09-26 10:29:15"
"30","242","5","1998-01-27 22:45:56"
"463","242","2","1998-03-15 04:20:29"
"144","242","4","1998-02-21 23:24:04"
"417","242","3","1997-11-16 02:06:39"
"2","242","5","1998-02-27 04:01:24"
"497","242","1","1997-11-05 19:49:11"
"523","242","5","1998-01-02 00:04:24"
"12","242","5","1997-11-19 17:33:46"
"202","242","3","1997-11-17 00:25:42"
"131","242","5","1998-01-01 19:08:43"
"451","242","1","1997-11-08 18:14:17"
"532","242","4","1998-03-02 05:48:55"
"539","242","5","1997-11-17 17:29:30"
"537","242","3","1998-01-28 23:01:38"
"416","242","4","1998-03-02 06:14:14"
"566","242","5","1997-12-09 06:34:33"
"597","242","4","1997-09-27 05:43:03"
"181","242","1","1997-11-08 04:03:34"
"639","242","4","1998-03-30 06:15:14"
"123","242","5","1997-11-17 23:24:13"
"520","242","5","1998-01-19 00:13:39"
"617","242","3","1998-01-03 00:48:31"
"86","242","4","1997-11-15 04:51:26"
"624","242","4","1998-04-07 14:57:20"
"9","242","4","1998-02-08 17:25:15"
"651","242","5","1997-11-21 15:33:50"
"492","242","5","1997-11-19 20:04:38"
"207","242","4","1998-03-25 02:43:43"
"460","242","4","1997-12-23 21:00:38"
"697","242","5","1997-12-20 12:38:06"
"129","242","4","1997-12-27 17:32:52"
"40","242","4","1998-03-04 19:55:30"
"740","242","4","1997-11-14 15:59:47"
"239","242","5","1998-03-06 10:01:52"
"794","242","5","1998-03-27 21:29:16"
"461","242","3","1998-01-21 04:08:55"
"771","242","4","1997-11-27 19:33:55"
"733","242","4","1997-11-14 19:16:51"
"568","242","4","1997-10-26 22:55:47"
"673","242","4","1998-03-01 21:25:08"
"249","242","5","1997-11-15 05:23:58"
"6","242","4","1997-12-28 00:16:10"
"205","242","4","1998-02-24 01:38:33"
"592","242","5","1997-12-20 08:41:26"
"440","242","5","1998-04-02 19:49:54"
"641","242","5","1997-11-12 21:31:39"
"765","242","5","1997-11-24 04:31:02"
"139","242","3","1997-11-14 20:04:36"
"628","242","5","1997-11-29 04:18:16"
"473","242","3","1997-10-29 20:27:04"
"695","242","5","1998-03-02 02:30:37"
"206","242","3","1998-02-22 20:40:49"
"863","242","4","1998-03-07 16:52:50"
"90","242","4","1998-03-31 22:11:07"
"594","242","4","1997-10-04 20:31:33"
"866","242","3","1998-03-30 01:26:05"
"803","242","5","1997-11-20 19:36:32"
"240","242","5","1998-01-26 00:48:03"
"753","242","4","1998-04-01 02:57:57"
"735","242","5","1997-10-12 23:06:01"
"869","242","2","1998-01-11 03:41:37"
"655","242","4","1998-02-14 02:53:15"
"18","242","5","1997-11-21 16:21:45"
"898","242","4","1998-02-24 04:27:21"
"937","242","3","1997-10-13 17:03:20"
"767","242","4","1998-04-01 20:30:14"
"533","242","4","1998-01-13 13:28:15"
"680","242","4","1997-10-14 07:59:02"
"485","242","5","1998-03-27 23:13:43"
"574","242","5","1998-03-30 17:27:40"
"758","242","3","1997-11-27 23:10:30"
"486","242","4","1997-11-18 17:26:58"
"13","242","2","1997-12-07 17:19:53"
"724","242","1","1998-01-02 16:24:28"
"270","242","5","1997-10-15 22:15:44"
"428","242","4","1998-01-27 23:27:31"
"861","242","5","1997-12-04 22:28:24"
"871","242","3","1998-02-23 00:14:18"
"408","242","4","1998-03-12 05:19:07"
"195","242","4","1997-11-10 06:06:29"
"279","242","3","1997-10-25 05:17:27"
"743","242","4","1997-12-04 23:14:27"
"707","242","4","1997-11-13 16:38:08"
"894","242","4","1997-11-18 23:34:01"
"675","242","4","1998-03-10 00:08:42"
"305","242","5","1998-02-01 04:37:08"
"845","242","4","1998-01-21 19:04:53"
"500","242","3","1998-04-07 02:41:23"
"720","242","4","1998-03-30 12:56:48"
"721","242","3","1997-10-18 01:19:57"
"186","302","3","1998-04-04 19:22:22"
"191","302","4","1998-04-02 23:37:33"
"49","302","4","1998-02-21 12:50:32"
"54","302","4","1997-11-30 22:21:59"
"62","302","3","1997-11-12 21:58:29"
"206","302","5","1998-02-22 20:43:47"
"197","302","3","1998-04-01 05:37:50"
"214","302","4","1998-04-15 19:23:17"
"190","302","5","1998-03-27 21:20:06"
"303","302","4","1997-11-14 00:06:26"
"181","302","2","1997-11-08 03:58:31"
"154","302","4","1997-11-10 05:03:55"
"31","302","4","1997-12-08 02:21:59"
"305","302","4","1998-02-01 04:37:40"
"178","302","4","1998-04-10 20:23:16"
"102","302","3","1997-11-28 01:29:01"
"100","302","4","1998-03-31 20:02:08"
"144","302","3","1998-02-21 23:25:30"
"13","302","5","1997-12-07 17:13:31"
"315","302","5","1997-11-17 20:41:41"
"88","302","3","1998-03-27 22:18:31"
"282","302","5","1997-11-19 14:22:27"
"334","302","5","1998-04-02 19:09:37"
"208","302","1","1997-12-26 03:49:17"
"112","302","4","1998-02-02 05:48:29"
"277","302","4","1997-11-14 21:50:01"
"145","302","4","1997-11-10 11:32:33"
"392","302","5","1998-03-27 22:23:05"
"276","302","5","1997-10-23 05:21:25"
"360","302","4","1997-11-24 06:38:46"
"126","302","4","1998-02-19 01:57:49"
"319","302","4","1997-10-08 03:10:42"
"47","302","5","1997-11-13 16:37:20"
"146","302","4","1998-04-01 19:05:38"
"378","302","5","1998-03-12 01:09:56"
"131","302","5","1998-01-01 19:08:43"
"171","302","4","1998-03-27 21:36:46"
"201","302","4","1998-01-06 18:17:17"
"192","302","5","1997-12-06 00:01:29"
"345","302","5","1998-01-15 22:11:57"
"204","302","5","1998-04-12 13:52:17"
"107","302","4","1998-03-30 13:24:56"
"222","302","3","1997-10-22 23:25:48"
"433","302","5","1997-11-26 22:57:08"
"229","302","5","1998-04-03 19:50:28"
"339","302","4","1998-03-27 21:36:32"
"427","302","4","1997-11-16 17:19:19"
"29","302","4","1997-12-22 19:57:43"
"420","302","4","1998-03-31 15:06:30"
"43","302","4","1998-02-17 16:09:54"
"268","302","5","1997-10-10 19:59:44"
"241","302","3","1998-02-12 02:12:56"
"397","302","5","1998-03-13 03:45:03"
"383","302","4","1998-03-29 17:23:36"
"346","302","3","1997-10-19 03:19:00"
"461","302","3","1998-01-21 04:07:26"
"418","302","2","1998-03-30 18:29:11"
"405","302","4","1998-01-23 08:37:15"
"179","302","4","1998-04-09 19:46:13"
"362","302","5","1998-01-17 06:41:00"
"10","302","4","1997-10-26 17:16:02"
"90","302","5","1998-03-31 22:28:39"
"297","302","4","1997-09-28 01:08:54"
"425","302","5","1997-11-05 13:45:11"
"413","302","2","1997-11-19 19:46:34"
"149","302","4","1997-12-30 20:10:23"
"430","302","4","1997-10-19 01:39:33"
"232","302","5","1998-01-27 22:17:53"
"104","302","5","1998-02-25 21:24:37"
"285","302","5","1998-03-22 19:35:13"
"129","302","4","1997-12-27 17:32:14"
"26","302","5","1998-03-31 23:19:28"
"514","302","5","1998-01-19 03:29:16"
"15","302","4","1997-11-13 21:04:09"
"293","302","4","1998-03-03 05:48:12"
"489","302","5","1998-04-01 16:28:29"
"421","302","4","1998-04-10 20:47:16"
"343","302","4","1997-10-09 13:06:30"
"498","302","3","1997-12-12 19:07:39"
"460","302","4","1997-12-23 21:00:37"
"390","302","5","1997-11-16 15:17:41"
"173","302","5","1997-10-22 21:43:46"
"140","302","4","1997-11-08 18:26:57"
"269","302","3","1998-04-01 15:55:32"
"322","302","5","1998-02-12 20:13:37"
"567","302","4","1997-12-18 06:25:00"
"466","302","5","1998-03-19 05:17:31"
"446","302","4","1997-11-17 17:28:50"
"404","302","4","1998-01-03 01:16:58"
"408","302","5","1998-03-12 05:14:43"
"299","302","4","1998-03-10 03:38:07"
"116","302","3","1997-10-10 02:51:51"
"532","302","5","1997-09-28 10:04:45"
"507","302","5","1998-03-15 12:12:39"
"423","302","5","1998-04-01 01:36:35"
"569","302","4","1997-11-17 18:56:31"
"352","302","4","1998-01-08 20:00:19"
"512","302","4","1998-02-27 11:18:09"
"634","302","5","1997-10-27 17:51:07"
"3","302","2","1998-03-07 02:15:39"
"375","302","5","1998-02-04 19:49:55"
"561","302","4","1998-01-26 09:26:37"
"450","302","5","1997-12-15 19:53:37"
"63","302","3","1997-10-01 23:00:09"
"628","302","5","1997-11-29 04:16:21"
"570","302","4","1997-12-04 19:02:25"
"105","302","5","1998-03-06 19:56:33"
"555","302","3","1997-11-19 17:54:56"
"548","302","4","1998-03-27 23:43:14"
"6","302","4","1997-12-28 00:17:02"
"574","302","4","1998-03-30 17:27:40"
"509","302","5","1997-12-31 17:47:23"
"414","302","5","1998-01-17 01:02:33"
"94","302","4","1998-04-07 05:58:04"
"139","302","3","1997-11-14 20:04:04"
"531","302","5","1998-02-09 18:24:46"
"515","302","3","1998-02-16 19:50:04"
"367","302","5","1997-10-12 20:49:24"
"14","302","5","1998-03-26 02:56:10"
"685","302","3","1997-11-13 20:03:21"
"111","302","5","1998-04-04 08:52:51"
"707","302","4","1998-01-31 22:19:28"
"697","302","5","1997-12-20 12:37:40"
"666","302","5","1997-11-21 19:03:19"
"331","302","5","1997-10-18 17:46:59"
"543","302","4","1998-02-19 18:17:18"
"384","302","5","1998-03-30 15:58:29"
"683","302","5","1998-04-22 23:03:27"
"327","302","3","1998-02-17 17:42:35"
"721","302","3","1997-10-18 01:15:58"
"431","302","3","1997-10-26 05:34:22"
"520","302","3","1998-01-19 00:38:50"
"762","302","5","1997-11-05 08:33:30"
"16","302","5","1997-10-24 18:16:33"
